time,ins1000_lat,ins1000_lon,ins1000_alt,ins1000_roll,ins1000_pitch,ins1000_yaw,ins1000_ned_x,ins1000_ned_y,ins1000_ned_z,algo_pose_x,algo_pose_y,algo_pose_z,algo_roll,algo_pitch,algo_yaw
1570519593.319,31.507770719999996,120.40175027999999,722.5570754394812,-0.6413122562923093,-0.8597898173170107,-0.05248423880830948,8.396825177717183,0.4835227739815766,-0.05869443167571964,10.1497658155,0.516319809038,-0.0201452882794,1.686267744680359,5.646146756814673,-0.02316001513953718
1570519593.518,31.50777535,120.40175043000002,719.8813625362202,-0.9965083518641296,-0.9745760110453755,-0.06028586277834914,8.910192348210643,0.4977719458664609,-0.011993732794060019,10.6011665912,0.526414976134,-0.0185451334586,2.718386680184226,5.488041335384482,-0.03772866940760401
1570519593.718,31.507779749999997,120.40175077000002,720.5058865329129,-0.8125647367921298,-1.0665514832982834,-0.11849957787443456,9.398057554932292,0.530070101122263,-0.022893026443782105,11.0507485045,0.556519478679,-0.0164180535835,2.639909202302793,5.505094511188924,-0.05619379532434122
1570519593.918,31.5077842,120.40175105999998,721.2736499783881,-0.80172624878601,-0.7224272481956793,-0.06370085129341145,9.891466689198095,0.557618519535962,-0.03629227627782683,11.5345647261,0.575406219981,-0.0192470659139,3.0876010819388067,5.669458642656613,-0.028163653086452363
1570519594.118,31.50778883,120.40175132,721.8981739750808,-0.9847692425457527,-0.5513291250887123,-0.1442312819981322,10.404833943293637,0.5823170985554889,-0.04719145319565854,12.0007149641,0.59345595445,-0.0154282766994,3.3480361704060404,5.494552588256522,-0.04573099575459724
1570519594.318,31.50779372,120.40175173999998,722.5685345953838,-0.6058566161589953,-0.9864093221789977,-0.1781487582944306,10.947029600120308,0.6222148120131812,-0.05889053811166267,12.4728618045,0.626902148404,-0.00907623535331,3.1100232974956756,5.142187927366109,-0.03978790306032849
1570519594.518,31.50779887,120.40175206000002,719.8469850685124,-0.5490082649869205,-0.8830500104971509,-0.13327934972387864,11.518053549005312,0.6526130550048417,-0.01138952587339137,12.9819447676,0.647199432576,-0.0145393902153,3.327657655172065,5.544695406864816,0.032672587105950446
1570519594.718,31.507803869999996,120.40175224999999,720.2938921487145,-0.9845654871822408,-0.8033681561867323,-0.1420805352701548,12.07244582599214,0.6706619956528987,-0.01918849378244314,13.5058359613,0.663976202249,-0.0185230342722,3.6353856265638154,5.625052404481445,0.036082879818748664
1570519594.918,31.507809089999995,120.40175265,721.3252161799498,-0.7084344352988889,-1.284612537556478,-0.186882442858901,12.65123138641344,0.7086598068157941,-0.03718736452701599,14.033727133,0.70451678987,-0.015188689379,3.1127050334146977,5.4037558716387535,0.007140125070324221
1570519595.118,31.50781402,120.40175302999998,721.7434753703955,-0.38826154571384125,-1.3067549965487166,-0.12163523297720759,13.197862178650784,0.7447577194711084,-0.04448624732188122,14.5859511497,0.732248148465,-0.0138823240501,3.0925233924620508,5.736327342804943,0.051562347934357815
1570519595.318,31.507819490000003,120.40175331999998,722.0070359561556,-0.6285393740711656,-0.872190040381314,-0.22439911437766416,13.80436732879657,0.7723061108839961,-0.049084956246455036,15.1409710774,0.747206124227,-0.0191225943331,3.4034872976613144,6.028893237104149,0.08117831787079724
1570519595.518,31.50782501,120.40175377999999,720.0188724070517,-0.5144426993696438,-0.9632848361293935,-0.1446446800567265,14.416416315521204,0.8160035765468394,-0.014383591108097171,15.6935955516,0.77851588297,-0.0229384053045,3.130991370177031,5.522441859611651,0.12748511949220406
1570519595.718,31.50783036,120.40175407,720.2996217266657,-0.5715081541986281,-1.032136157785118,-0.16675612202421133,15.009616051831095,0.8435519610847853,-0.019282214037058765,16.2547515943,0.808337496624,-0.0191281341955,3.1342740898998516,5.607904064748525,0.10488896858123889
1570519595.917,31.50783571,120.40175437000002,720.4944273770102,-0.6626476413372167,-0.8381433873123401,-0.27017279774289077,15.602815786727199,0.872050291602652,-0.02268078005465135,16.8260083382,0.838557590901,-0.0210884302068,3.1840633134730547,5.631834779244694,0.1480948982308921
1570519596.117,31.50784112,120.4017547,721.4054302712682,-0.5940950353735078,-0.9065028871359284,-0.22448338611090649,16.20266826128687,0.9033984519447964,-0.03857927436103381,17.392249518,0.874143358387,-0.0225560163772,3.034368926338018,5.502134476231836,0.1881243241134873
1570519596.317,31.50784659,120.40175497,721.9898472223017,-0.7076727615299596,-1.1248044427192685,-0.2910201056734284,16.809173431182856,0.9290469368212988,-0.048777694496820345,17.9526525536,0.901613183585,-0.0153713169069,3.2626049339408194,5.491151305318862,0.19213958075725374
1570519596.517,31.50785227,120.40175542999998,718.6265849648838,-0.49046081872192154,-1.078200609704068,-0.24751088091916262,17.43896289157953,0.9727443719110132,0.009924008829228725,18.5345223649,0.936008363272,-0.00810028251645,3.163912227623224,5.650469611400775,0.2273867683047676
1570519596.717,31.50785766,120.40175565,719.0849512009884,-0.7314498496226215,-0.849684009146603,-0.269622389246878,18.036597777433798,0.9936431217025863,0.0019256812009782465,19.1177847077,0.961338110945,-0.0129768983258,3.3743539653905947,5.797366121209005,0.2566255459988334
1570519596.917,31.50786308,120.40175599,719.8355259126097,-0.5479698824670409,-0.8379233479826154,-0.2824716310756605,18.63755903373107,1.0259412154652763,-0.011172579707801944,19.6973705247,1.00084641296,-0.00774176950714,3.2242058472360187,5.532675619502303,0.2056374012705386
1570519597.117,31.507868549999998,120.40175628999998,719.8756329582689,-0.5247062488242966,-0.9410636101849441,-0.29362860474100994,19.244064179033735,1.0544395210819992,-0.01187076708913537,20.2792795126,1.03636634491,-0.0038994444148,3.0189389221140104,5.476598597216012,0.22591774255620983
1570519597.317,31.50787404,120.40175656999999,719.8756329582689,-0.604912077229799,-1.0098755048014552,-0.2811753083410019,19.85278689253106,1.0810379329548736,-0.011868889108272995,20.8625251298,1.05686051948,-0.00940688487229,3.0654911164543592,5.5921581190162035,0.2572204146233158
1570519597.517,31.507879789999997,120.40175698,717.3775369714986,-0.5941864848181354,-1.0552095584383392,-0.18935274301119104,20.490337863893664,1.119985621565878,0.031733142704689854,21.4438003087,1.08736832371,-0.0199933713001,2.805553720209896,5.60137462474483,0.24765675787528244
1570519597.717,31.50788527,120.40175726000001,717.8645510973597,-0.6398079712966424,-1.1241121763902917,-0.20000816699619436,21.09795181791444,1.1465840274050607,0.023235136577079984,22.0316064977,1.11775223899,-0.021331087256,2.781270538859303,5.65040718766304,0.2316844385375137
1570519597.917,31.507890749999998,120.40175763000002,717.8244440517005,-0.39987612357854824,-1.0204000995245979,-0.13394926187709055,21.705565742835674,1.1817319367776857,0.023937189148959703,22.6074556798,1.14716703029,-0.0186620106233,2.6563064180119382,5.763592129665666,0.23201324696485415
1570519598.117,31.507896279999997,120.40175790999999,717.6181792454536,-0.47977431229014855,-0.9633845448787051,-0.1793130671362218,22.31872358024537,1.20833033111305,0.027539318586271122,23.1763893025,1.16803235788,-0.0252032502701,2.8938250272116726,5.709288573547695,0.24903929423281956
1570519598.316,31.5079016,120.40175813,718.0880046374607,-0.652290501807831,-1.1120846481011342,-0.09681163384827708,22.90859698388857,1.2292290592618809,0.019341422472479053,23.760005577,1.19690333823,-0.0373670454412,2.892873816402322,5.625188310066713,0.24174837152430134
1570519598.516,31.507907880000005,120.40175873,716.2258918032857,-0.5841649330410453,-1.2491973797484384,-0.02801208714367511,23.60491355950806,1.2862256757152117,0.051843982579274694,24.3496199133,1.22881051944,-0.0358978758731,2.775477229185285,5.71353508318424,0.19362648832889087
1570519598.716,31.50791343,120.40175910999999,716.5410185906076,-0.33213521927401296,-1.0314462047291244,-0.019928918748394232,24.220288998536148,1.322323512615844,0.046346307338650305,24.9570333405,1.26211124239,-0.0388607383522,2.672739735887016,5.866169355716118,0.2315465213605701
1570519598.916,31.507919,120.4017593,716.6097735260232,-0.6303542746985906,-0.779183593026447,0.01574513173596505,24.837881990899554,1.3403723900255287,0.04514869469715421,25.5497550507,1.28097099823,-0.0429546398532,3.0343061015426174,5.7966916775161765,0.21456036859903305
